loan_id,customer_id,customer_name,credit_score,employment_status,branch_id,branch_name,city,region,loan_type,loan_amount,interest_rate,approval_date,loan_term_months,loan_status,loan_age_days,total_payments_made,on_time_payments,late_payments,missed_payments,on_time_pct,max_days_overdue,risk_level
1158,158,Customer_158,758,Retired,6,West Coast Tower,Los Angeles,West,Personal,6158,5.08,2023-03-05,36,Active,1130.1,6,6,0,0,100.0,0.0,Low Risk
1159,159,Customer_159,759,Retired,7,Miami Beach,Miami,South,Home,6159,5.09,2023-03-06,360,Active,1129.1,6,6,0,0,100.0,0.0,Low Risk
1160,160,Customer_160,760,Unknown,8,Boston Financial,Boston,Northeast,Auto,6160,5.1,2023-03-07,60,Defaulted,1128.1,6,0,0,0,0.0,0.0,High Risk
1161,161,Customer_161,761,Employed,1,Downtown Metro,New York,Northeast,Personal,6161,5.11,2023-03-08,36,Closed,1127.1,6,6,0,0,100.0,0.0,Low Risk
1162,162,Customer_162,762,Employed,2,Midtown Plaza,New York,Northeast,Home,6162,5.12,2023-03-09,360,Closed,1126.1,6,6,0,0,100.0,0.0,Low Risk
1163,163,Customer_163,763,Employed,3,Chicago Central,Chicago,Midwest,Auto,6163,5.13,2023-03-10,60,Closed,1125.1,6,6,0,0,100.0,0.0,Low Risk
1164,164,Customer_164,764,Employed,4,Texas Hub,Houston,South,Personal,6164,5.140000000000001,2023-03-11,36,Closed,1124.1,6,6,0,0,100.0,0.0,Low Risk
1165,165,Customer_165,765,Self-Employed,5,Silicon Valley,San Jose,West,Home,6165,5.15,2023-03-12,360,Closed,1123.1,6,6,0,0,100.0,0.0,Low Risk
1166,166,Customer_166,766,Self-Employed,6,West Coast Tower,Los Angeles,West,Auto,6166,5.16,2023-03-13,60,Closed,1122.1,6,6,0,0,100.0,0.0,Low Risk
1167,167,Customer_167,767,Self-Employed,7,Miami Beach,Miami,South,Personal,6167,5.17,2023-03-14,36,Closed,1121.1,6,6,0,0,100.0,0.0,Low Risk
1168,168,Customer_168,768,Retired,8,Boston Financial,Boston,Northeast,Home,6168,5.18,2023-03-15,360,Active,1120.1,6,6,0,0,100.0,0.0,Low Risk
1169,169,Customer_169,769,Retired,1,Downtown Metro,New York,Northeast,Auto,6169,5.1899999999999995,2023-03-16,60,Active,1119.1,6,6,0,0,100.0,0.0,Low Risk
1170,-1,Unknown,0,Unknown,2,Midtown Plaza,New York,Northeast,Personal,6170,5.2,2023-03-17,36,Active,1118.1,6,0,0,0,0.0,0.0,High Risk
1171,171,Customer_171,771,Employed,3,Chicago Central,Chicago,Midwest,Home,6171,5.21,2023-03-18,360,Active,1117.1,6,6,0,0,100.0,0.0,Low Risk
1172,172,Customer_172,772,Employed,4,Texas Hub,Houston,South,Auto,6172,5.22,2023-03-19,60,Active,1116.1,6,6,0,0,100.0,0.0,Low Risk
1173,173,Customer_173,773,Employed,5,Silicon Valley,San Jose,West,Personal,6173,5.23,2023-03-20,36,Active,1115.1,6,6,0,0,100.0,0.0,Low Risk
1174,174,Customer_174,774,Employed,6,West Coast Tower,Los Angeles,West,Home,6174,5.24,2023-03-21,360,Active,1114.1,6,6,0,0,100.0,0.0,Low Risk
1175,175,Customer_175,775,Self-Employed,7,Miami Beach,Miami,South,Auto,6175,5.25,2023-03-22,60,Active,1113.1,6,6,0,0,100.0,0.0,Low Risk
1176,176,Customer_176,776,Self-Employed,8,Boston Financial,Boston,Northeast,Personal,6176,5.26,2023-03-23,36,Active,1112.1,6,6,0,0,100.0,0.0,Low Risk
1177,177,Customer_177,777,Self-Employed,1,Downtown Metro,New York,Northeast,Home,6177,5.27,2023-03-24,360,Active,1111.1,6,6,0,0,100.0,0.0,Low Risk
1178,178,Customer_178,778,Retired,2,Midtown Plaza,New York,Northeast,Auto,6178,5.28,2023-03-25,60,Active,1110.1,6,6,0,0,100.0,0.0,Low Risk
1179,179,Customer_179,779,Retired,3,Chicago Central,Chicago,Midwest,Personal,6179,5.29,2023-03-26,36,Active,1109.1,6,6,0,0,100.0,0.0,Low Risk
1180,180,Customer_180,780,Unknown,4,Texas Hub,Houston,South,Home,6180,5.3,2023-03-27,360,Defaulted,1108.1,6,0,0,0,0.0,0.0,High Risk
1181,181,Customer_181,781,Employed,5,Silicon Valley,San Jose,West,Auto,6181,5.3100000000000005,2023-03-28,60,Closed,1107.1,6,6,0,0,100.0,0.0,Low Risk
1182,182,Customer_182,782,Employed,6,West Coast Tower,Los Angeles,West,Personal,6182,5.32,2023-03-29,36,Closed,1106.1,6,6,0,0,100.0,0.0,Low Risk
1183,183,Customer_183,783,Employed,7,Miami Beach,Miami,South,Home,6183,5.33,2023-03-30,360,Closed,1105.1,6,6,0,0,100.0,0.0,Low Risk
1184,184,Customer_184,784,Employed,8,Boston Financial,Boston,Northeast,Auto,6184,5.34,2023-03-31,60,Closed,1104.1,6,6,0,0,100.0,0.0,Low Risk
1185,-1,Unknown,0,Unknown,1,Downtown Metro,New York,Northeast,Personal,6185,5.35,2023-04-01,36,Closed,1103.1,6,6,0,0,100.0,0.0,Medium Risk
1186,186,Customer_186,786,Self-Employed,2,Midtown Plaza,New York,Northeast,Home,6186,5.36,2023-04-02,360,Closed,1102.1,6,6,0,0,100.0,0.0,Low Risk
1187,187,Customer_187,787,Self-Employed,3,Chicago Central,Chicago,Midwest,Auto,6187,5.37,2023-04-03,60,Closed,1101.1,6,6,0,0,100.0,0.0,Low Risk
1188,188,Customer_188,788,Retired,4,Texas Hub,Houston,South,Personal,6188,5.38,2023-04-04,36,Active,1100.1,6,6,0,0,100.0,0.0,Low Risk
1189,189,Customer_189,789,Retired,5,Silicon Valley,San Jose,West,Home,6189,5.390000000000001,2023-04-05,360,Active,1099.1,6,6,0,0,100.0,0.0,Low Risk
1190,190,Customer_190,790,Unknown,6,West Coast Tower,Los Angeles,West,Auto,6190,5.4,2023-04-06,60,Active,1098.1,6,0,0,0,0.0,0.0,High Risk
1191,191,Customer_191,791,Employed,7,Miami Beach,Miami,South,Personal,6191,5.41,2023-04-07,36,Active,1097.1,6,6,0,0,100.0,0.0,Low Risk
1192,192,Customer_192,792,Employed,8,Boston Financial,Boston,Northeast,Home,6192,5.42,2023-04-08,360,Active,1096.1,6,6,0,0,100.0,0.0,Low Risk
1193,193,Customer_193,793,Employed,1,Downtown Metro,New York,Northeast,Auto,6193,5.43,2023-04-09,60,Active,1095.1,6,6,0,0,100.0,0.0,Low Risk
1194,194,Customer_194,794,Employed,2,Midtown Plaza,New York,Northeast,Personal,6194,5.4399999999999995,2023-04-10,36,Active,1094.1,6,6,0,0,100.0,0.0,Low Risk
1195,195,Customer_195,795,Self-Employed,3,Chicago Central,Chicago,Midwest,Home,6195,5.45,2023-04-11,360,Active,1093.1,6,6,0,0,100.0,0.0,Low Risk
1196,196,Customer_196,796,Self-Employed,4,Texas Hub,Houston,South,Auto,6196,5.46,2023-04-12,60,Active,1092.1,6,6,0,0,100.0,0.0,Low Risk
1197,197,Customer_197,797,Self-Employed,5,Silicon Valley,San Jose,West,Personal,6197,5.47,2023-04-13,36,Active,1091.1,6,6,0,0,100.0,0.0,Low Risk
1198,198,Customer_198,798,Retired,6,West Coast Tower,Los Angeles,West,Home,6198,5.48,2023-04-14,360,Active,1090.1,6,6,0,0,100.0,0.0,Low Risk
1199,199,Customer_199,799,Retired,7,Miami Beach,Miami,South,Auto,6199,5.49,2023-04-15,60,Active,1089.1,6,6,0,0,100.0,0.0,Low Risk
1200,-1,Unknown,0,Unknown,8,Boston Financial,Boston,Northeast,Personal,6200,5.5,2023-04-16,36,Defaulted,1088.1,6,0,0,0,0.0,0.0,High Risk
1201,201,Customer_201,801,Employed,1,Downtown Metro,New York,Northeast,Home,6201,5.51,2023-04-17,360,Closed,1087.1,6,0,0,6,0.0,0.0,High Risk
1202,202,Customer_202,802,Employed,2,Midtown Plaza,New York,Northeast,Auto,6202,5.52,2023-04-18,60,Closed,1086.1,6,0,0,6,0.0,0.0,High Risk
1203,203,Customer_203,803,Employed,3,Chicago Central,Chicago,Midwest,Personal,6203,5.53,2023-04-19,36,Closed,1085.1,6,0,6,0,0.0,1528.1,High Risk
1204,204,Customer_204,804,Employed,4,Texas Hub,Houston,South,Home,6204,5.54,2023-04-20,360,Closed,1084.1,6,0,6,0,0.0,1528.1,High Risk
1205,205,Customer_205,805,Self-Employed,5,Silicon Valley,San Jose,West,Auto,6205,5.55,2023-04-21,60,Closed,1083.1,6,0,6,0,0.0,1528.1,High Risk
1206,206,Customer_206,806,Self-Employed,6,West Coast Tower,Los Angeles,West,Personal,6206,5.5600000000000005,2023-04-22,36,Closed,1082.1,6,0,6,0,0.0,1528.1,High Risk
1207,207,Customer_207,807,Self-Employed,7,Miami Beach,Miami,South,Home,6207,5.57,2023-04-23,360,Closed,1081.1,6,0,6,0,0.0,1528.1,High Risk
1208,208,Customer_208,808,Retired,8,Boston Financial,Boston,Northeast,Auto,6208,5.58,2023-04-24,60,Active,1080.1,6,6,0,0,100.0,0.0,Low Risk
1209,209,Customer_209,809,Retired,1,Downtown Metro,New York,Northeast,Personal,6209,5.59,2023-04-25,36,Active,1079.1,6,6,0,0,100.0,0.0,Low Risk
1210,210,Customer_210,810,Unknown,2,Midtown Plaza,New York,Northeast,Home,6210,5.6,2023-04-26,360,Active,1078.1,6,0,0,0,0.0,0.0,High Risk
1211,211,Customer_211,811,Employed,3,Chicago Central,Chicago,Midwest,Auto,6211,5.609999999999999,2023-04-27,60,Active,1077.1,6,6,0,0,100.0,0.0,Low Risk
1212,212,Customer_212,812,Employed,4,Texas Hub,Houston,South,Personal,6212,5.62,2023-04-28,36,Active,1076.1,6,6,0,0,100.0,0.0,Low Risk
1213,213,Customer_213,813,Employed,5,Silicon Valley,San Jose,West,Home,6213,5.63,2023-04-29,360,Active,1075.1,6,6,0,0,100.0,0.0,Low Risk
1214,214,Customer_214,814,Employed,6,West Coast Tower,Los Angeles,West,Auto,6214,5.640000000000001,2023-04-30,60,Active,1074.1,6,6,0,0,100.0,0.0,Low Risk
1215,-1,Unknown,0,Unknown,7,Miami Beach,Miami,South,Personal,6215,5.65,2023-05-01,36,Active,1073.1,6,6,0,0,100.0,0.0,Medium Risk
1216,216,Customer_216,816,Self-Employed,8,Boston Financial,Boston,Northeast,Home,6216,5.66,2023-05-02,360,Active,1072.1,6,6,0,0,100.0,0.0,Low Risk
1217,217,Customer_217,817,Self-Employed,1,Downtown Metro,New York,Northeast,Auto,6217,5.67,2023-05-03,60,Active,1071.1,6,6,0,0,100.0,0.0,Low Risk
1218,218,Customer_218,818,Retired,2,Midtown Plaza,New York,Northeast,Personal,6218,5.68,2023-05-04,36,Active,1070.1,6,6,0,0,100.0,0.0,Low Risk
1219,219,Customer_219,819,Retired,3,Chicago Central,Chicago,Midwest,Home,6219,5.6899999999999995,2023-05-05,360,Active,1069.1,6,6,0,0,100.0,0.0,Low Risk
1220,220,Customer_220,820,Unknown,4,Texas Hub,Houston,South,Auto,6220,5.7,2023-05-06,60,Defaulted,1068.1,6,0,0,0,0.0,0.0,High Risk
1221,221,Customer_221,821,Employed,5,Silicon Valley,San Jose,West,Personal,6221,5.71,2023-05-07,36,Closed,1067.1,6,6,0,0,100.0,0.0,Low Risk
1222,222,Customer_222,822,Employed,6,West Coast Tower,Los Angeles,West,Home,6222,5.720000000000001,2023-05-08,360,Closed,1066.1,6,6,0,0,100.0,0.0,Low Risk
1223,223,Customer_223,823,Employed,7,Miami Beach,Miami,South,Auto,6223,5.73,2023-05-09,60,Closed,1065.1,6,6,0,0,100.0,0.0,Low Risk
1224,224,Customer_224,824,Employed,8,Boston Financial,Boston,Northeast,Personal,6224,5.74,2023-05-10,36,Closed,1064.1,6,6,0,0,100.0,0.0,Low Risk
1225,225,Customer_225,825,Self-Employed,1,Downtown Metro,New York,Northeast,Home,6225,5.75,2023-05-11,360,Closed,1063.1,6,6,0,0,100.0,0.0,Low Risk
1226,226,Customer_226,826,Self-Employed,2,Midtown Plaza,New York,Northeast,Auto,6226,5.76,2023-05-12,60,Closed,1062.1,6,6,0,0,100.0,0.0,Low Risk
1227,227,Customer_227,827,Self-Employed,3,Chicago Central,Chicago,Midwest,Personal,6227,5.77,2023-05-13,36,Closed,1061.1,6,6,0,0,100.0,0.0,Low Risk
1228,228,Customer_228,828,Retired,4,Texas Hub,Houston,South,Home,6228,5.78,2023-05-14,360,Active,1060.1,6,6,0,0,100.0,0.0,Low Risk
1229,229,Customer_229,829,Retired,5,Silicon Valley,San Jose,West,Auto,6229,5.79,2023-05-15,60,Active,1059.1,6,6,0,0,100.0,0.0,Low Risk
1230,-1,Unknown,0,Unknown,6,West Coast Tower,Los Angeles,West,Personal,6230,5.800000000000001,2023-05-16,36,Active,1058.1,6,0,0,0,0.0,0.0,High Risk
1231,231,Customer_231,831,Employed,7,Miami Beach,Miami,South,Home,6231,5.8100000000000005,2023-05-17,360,Active,1057.1,6,6,0,0,100.0,0.0,Low Risk
1232,232,Customer_232,832,Employed,8,Boston Financial,Boston,Northeast,Auto,6232,5.82,2023-05-18,60,Active,1056.1,6,6,0,0,100.0,0.0,Low Risk
1233,233,Customer_233,833,Employed,1,Downtown Metro,New York,Northeast,Personal,6233,5.83,2023-05-19,36,Active,1055.1,6,6,0,0,100.0,0.0,Low Risk
1234,234,Customer_234,834,Employed,2,Midtown Plaza,New York,Northeast,Home,6234,5.84,2023-05-20,360,Active,1054.1,6,6,0,0,100.0,0.0,Low Risk
1235,235,Customer_235,835,Self-Employed,3,Chicago Central,Chicago,Midwest,Auto,6235,5.85,2023-05-21,60,Active,1053.1,6,6,0,0,100.0,0.0,Low Risk
1236,236,Customer_236,836,Self-Employed,4,Texas Hub,Houston,South,Personal,6236,5.859999999999999,2023-05-22,36,Active,1052.1,6,6,0,0,100.0,0.0,Low Risk
1237,237,Customer_237,837,Self-Employed,5,Silicon Valley,San Jose,West,Home,6237,5.87,2023-05-23,360,Active,1051.1,6,6,0,0,100.0,0.0,Low Risk
1238,238,Customer_238,838,Retired,6,West Coast Tower,Los Angeles,West,Auto,6238,5.88,2023-05-24,60,Active,1050.1,6,6,0,0,100.0,0.0,Low Risk
1239,239,Customer_239,839,Retired,7,Miami Beach,Miami,South,Personal,6239,5.890000000000001,2023-05-25,36,Active,1049.1,6,6,0,0,100.0,0.0,Low Risk
1240,240,Customer_240,840,Unknown,8,Boston Financial,Boston,Northeast,Home,6240,5.9,2023-05-26,360,Defaulted,1048.1,6,0,0,0,0.0,0.0,High Risk
1241,241,Customer_241,841,Employed,1,Downtown Metro,New York,Northeast,Auto,6241,5.91,2023-05-27,60,Closed,1047.1,6,6,0,0,100.0,0.0,Low Risk
1242,242,Customer_242,842,Employed,2,Midtown Plaza,New York,Northeast,Personal,6242,5.92,2023-05-28,36,Closed,1046.1,6,6,0,0,100.0,0.0,Low Risk
1243,243,Customer_243,843,Employed,3,Chicago Central,Chicago,Midwest,Home,6243,5.93,2023-05-29,360,Closed,1045.1,6,6,0,0,100.0,0.0,Low Risk
1244,244,Customer_244,844,Employed,4,Texas Hub,Houston,South,Auto,6244,5.9399999999999995,2023-05-30,60,Closed,1044.1,6,6,0,0,100.0,0.0,Low Risk
1245,-1,Unknown,0,Unknown,5,Silicon Valley,San Jose,West,Personal,6245,5.95,2023-05-31,36,Closed,1043.1,6,6,0,0,100.0,0.0,Medium Risk
1246,246,Customer_246,846,Self-Employed,6,West Coast Tower,Los Angeles,West,Home,6246,5.96,2023-06-01,360,Closed,1042.1,6,6,0,0,100.0,0.0,Low Risk
1247,247,Customer_247,847,Self-Employed,7,Miami Beach,Miami,South,Auto,6247,5.970000000000001,2023-06-02,60,Closed,1041.1,6,6,0,0,100.0,0.0,Low Risk
1248,248,Customer_248,848,Retired,8,Boston Financial,Boston,Northeast,Personal,6248,5.98,2023-06-03,36,Active,1040.1,6,6,0,0,100.0,0.0,Low Risk
1249,249,Customer_249,849,Retired,1,Downtown Metro,New York,Northeast,Home,6249,5.99,2023-06-04,360,Active,1039.1,6,6,0,0,100.0,0.0,Low Risk
1250,250,Customer_250,850,Unknown,2,Midtown Plaza,New York,Northeast,Auto,6250,6,2023-06-05,60,Active,1038.1,6,0,0,0,0.0,0.0,High Risk
1251,251,Customer_251,851,Employed,3,Chicago Central,Chicago,Midwest,Personal,6251,6.01,2023-06-06,36,Active,1037.1,6,0,0,6,0.0,0.0,High Risk
1252,252,Customer_252,852,Employed,4,Texas Hub,Houston,South,Home,6252,6.02,2023-06-07,360,Active,1036.1,6,0,0,6,0.0,0.0,High Risk
1253,253,Customer_253,853,Employed,5,Silicon Valley,San Jose,West,Auto,6253,6.03,2023-06-08,60,Active,1035.1,6,0,6,0,0.0,1528.1,High Risk
1254,254,Customer_254,854,Employed,6,West Coast Tower,Los Angeles,West,Personal,6254,6.04,2023-06-09,36,Active,1034.1,6,0,6,0,0.0,1528.1,High Risk
1255,255,Customer_255,855,Self-Employed,7,Miami Beach,Miami,South,Home,6255,6.050000000000001,2023-06-10,360,Active,1033.1,6,0,6,0,0.0,1528.1,High Risk
1256,256,Customer_256,856,Self-Employed,8,Boston Financial,Boston,Northeast,Auto,6256,6.0600000000000005,2023-06-11,60,Active,1032.1,6,0,6,0,0.0,1528.1,High Risk
1257,257,Customer_257,857,Self-Employed,1,Downtown Metro,New York,Northeast,Personal,6257,6.07,2023-06-12,36,Active,1031.1,6,0,6,0,0.0,1528.1,High Risk
1258,258,Customer_258,858,Retired,2,Midtown Plaza,New York,Northeast,Home,6258,6.08,2023-06-13,360,Active,1030.1,6,6,0,0,100.0,0.0,Low Risk
1259,259,Customer_259,859,Retired,3,Chicago Central,Chicago,Midwest,Auto,6259,6.09,2023-06-14,60,Active,1029.1,6,6,0,0,100.0,0.0,Low Risk
1260,-1,Unknown,0,Unknown,4,Texas Hub,Houston,South,Personal,6260,6.1,2023-06-15,36,Defaulted,1028.1,6,0,0,0,0.0,0.0,High Risk
1261,261,Customer_261,861,Employed,5,Silicon Valley,San Jose,West,Home,6261,6.109999999999999,2023-06-16,360,Closed,1027.1,6,6,0,0,100.0,0.0,Low Risk
1262,262,Customer_262,862,Employed,6,West Coast Tower,Los Angeles,West,Auto,6262,6.12,2023-06-17,60,Closed,1026.1,6,6,0,0,100.0,0.0,Low Risk
1263,263,Customer_263,863,Employed,7,Miami Beach,Miami,South,Personal,6263,6.13,2023-06-18,36,Closed,1025.1,6,6,0,0,100.0,0.0,Low Risk
1264,264,Customer_264,864,Employed,8,Boston Financial,Boston,Northeast,Home,6264,6.140000000000001,2023-06-19,360,Closed,1024.1,6,6,0,0,100.0,0.0,Low Risk
1265,265,Customer_265,865,Self-Employed,1,Downtown Metro,New York,Northeast,Auto,6265,6.15,2023-06-20,60,Closed,1023.1,6,6,0,0,100.0,0.0,Low Risk
1266,266,Customer_266,866,Self-Employed,2,Midtown Plaza,New York,Northeast,Personal,6266,6.16,2023-06-21,36,Closed,1022.1,6,6,0,0,100.0,0.0,Low Risk
1267,267,Customer_267,867,Self-Employed,3,Chicago Central,Chicago,Midwest,Home,6267,6.17,2023-06-22,360,Closed,1021.1,6,6,0,0,100.0,0.0,Low Risk
1268,268,Customer_268,868,Retired,4,Texas Hub,Houston,South,Auto,6268,6.18,2023-06-23,60,Active,1020.1,6,6,0,0,100.0,0.0,Low Risk
1269,269,Customer_269,869,Retired,5,Silicon Valley,San Jose,West,Personal,6269,6.1899999999999995,2023-06-24,36,Active,1019.1,6,6,0,0,100.0,0.0,Low Risk
1270,270,Customer_270,870,Unknown,6,West Coast Tower,Los Angeles,West,Home,6270,6.2,2023-06-25,360,Active,1018.1,6,0,0,0,0.0,0.0,High Risk
1271,271,Customer_271,871,Employed,7,Miami Beach,Miami,South,Auto,6271,6.21,2023-06-26,60,Active,1017.1,6,6,0,0,100.0,0.0,Low Risk
1272,272,Customer_272,872,Employed,8,Boston Financial,Boston,Northeast,Personal,6272,6.220000000000001,2023-06-27,36,Active,1016.1,6,6,0,0,100.0,0.0,Low Risk
1273,273,Customer_273,873,Employed,1,Downtown Metro,New York,Northeast,Home,6273,6.23,2023-06-28,360,Active,1015.1,6,6,0,0,100.0,0.0,Low Risk
1274,274,Customer_274,874,Employed,2,Midtown Plaza,New York,Northeast,Auto,6274,6.24,2023-06-29,60,Active,1014.1,6,6,0,0,100.0,0.0,Low Risk
1275,-1,Unknown,0,Unknown,3,Chicago Central,Chicago,Midwest,Personal,6275,6.25,2023-06-30,36,Active,1013.1,6,6,0,0,100.0,0.0,Medium Risk
1276,276,Customer_276,876,Self-Employed,4,Texas Hub,Houston,South,Home,6276,6.26,2023-07-01,360,Active,1012.1,6,6,0,0,100.0,0.0,Low Risk
1277,277,Customer_277,877,Self-Employed,5,Silicon Valley,San Jose,West,Auto,6277,6.27,2023-07-02,60,Active,1011.1,6,6,0,0,100.0,0.0,Low Risk
1278,278,Customer_278,878,Retired,6,West Coast Tower,Los Angeles,West,Personal,6278,6.28,2023-07-03,36,Active,1010.1,6,6,0,0,100.0,0.0,Low Risk
1279,279,Customer_279,879,Retired,7,Miami Beach,Miami,South,Home,6279,6.29,2023-07-04,360,Active,1009.1,6,6,0,0,100.0,0.0,Low Risk
1280,280,Customer_280,880,Unknown,8,Boston Financial,Boston,Northeast,Auto,6280,6.300000000000001,2023-07-05,60,Defaulted,1008.1,6,0,0,0,0.0,0.0,High Risk
1281,281,Customer_281,881,Employed,1,Downtown Metro,New York,Northeast,Personal,6281,6.3100000000000005,2023-07-06,36,Closed,1007.1,6,6,0,0,100.0,0.0,Low Risk
1282,282,Customer_282,882,Employed,2,Midtown Plaza,New York,Northeast,Home,6282,6.32,2023-07-07,360,Closed,1006.1,6,6,0,0,100.0,0.0,Low Risk
1283,283,Customer_283,883,Employed,3,Chicago Central,Chicago,Midwest,Auto,6283,6.33,2023-07-08,60,Closed,1005.1,6,6,0,0,100.0,0.0,Low Risk
1284,284,Customer_284,884,Employed,4,Texas Hub,Houston,South,Personal,6284,6.34,2023-07-09,36,Closed,1004.1,6,6,0,0,100.0,0.0,Low Risk
1285,285,Customer_285,885,Self-Employed,5,Silicon Valley,San Jose,West,Home,6285,6.35,2023-07-10,360,Closed,1003.1,6,6,0,0,100.0,0.0,Low Risk
1286,286,Customer_286,886,Self-Employed,6,West Coast Tower,Los Angeles,West,Auto,6286,6.359999999999999,2023-07-11,60,Closed,1002.1,6,6,0,0,100.0,0.0,Low Risk
1287,287,Customer_287,887,Self-Employed,7,Miami Beach,Miami,South,Personal,6287,6.37,2023-07-12,36,Closed,1001.1,6,6,0,0,100.0,0.0,Low Risk
1288,288,Customer_288,888,Retired,8,Boston Financial,Boston,Northeast,Home,6288,6.38,2023-07-13,360,Active,1000.1,6,6,0,0,100.0,0.0,Low Risk
1289,289,Customer_289,889,Retired,1,Downtown Metro,New York,Northeast,Auto,6289,6.390000000000001,2023-07-14,60,Active,999.1,6,6,0,0,100.0,0.0,Low Risk
1290,-1,Unknown,0,Unknown,2,Midtown Plaza,New York,Northeast,Personal,6290,6.4,2023-07-15,36,Active,998.1,6,0,0,0,0.0,0.0,High Risk
1291,291,Customer_291,891,Employed,3,Chicago Central,Chicago,Midwest,Home,6291,6.41,2023-07-16,360,Active,997.1,6,6,0,0,100.0,0.0,Low Risk
1292,292,Customer_292,892,Employed,4,Texas Hub,Houston,South,Auto,6292,6.42,2023-07-17,60,Active,996.1,6,6,0,0,100.0,0.0,Low Risk
1293,293,Customer_293,893,Employed,5,Silicon Valley,San Jose,West,Personal,6293,6.43,2023-07-18,36,Active,995.1,6,6,0,0,100.0,0.0,Low Risk
1294,294,Customer_294,894,Employed,6,West Coast Tower,Los Angeles,West,Home,6294,6.4399999999999995,2023-07-19,360,Active,994.1,6,6,0,0,100.0,0.0,Low Risk
1295,295,Customer_295,895,Self-Employed,7,Miami Beach,Miami,South,Auto,6295,6.45,2023-07-20,60,Active,993.1,6,6,0,0,100.0,0.0,Low Risk
1296,296,Customer_296,896,Self-Employed,8,Boston Financial,Boston,Northeast,Personal,6296,6.46,2023-07-21,36,Active,992.1,6,6,0,0,100.0,0.0,Low Risk
1297,297,Customer_297,897,Self-Employed,1,Downtown Metro,New York,Northeast,Home,6297,6.470000000000001,2023-07-22,360,Active,991.1,6,6,0,0,100.0,0.0,Low Risk
1298,298,Customer_298,898,Retired,2,Midtown Plaza,New York,Northeast,Auto,6298,6.48,2023-07-23,60,Active,990.1,6,6,0,0,100.0,0.0,Low Risk
1299,299,Customer_299,899,Retired,3,Chicago Central,Chicago,Midwest,Personal,6299,6.49,2023-07-24,36,Active,989.1,6,6,0,0,100.0,0.0,Low Risk
1300,300,Customer_300,600,Unknown,4,Texas Hub,Houston,South,Home,6300,6.5,2023-07-25,360,Defaulted,988.1,6,0,0,0,0.0,0.0,High Risk
1301,301,Customer_301,601,Employed,5,Silicon Valley,San Jose,West,Auto,6301,6.51,2023-07-26,60,Closed,987.1,6,0,0,6,0.0,0.0,High Risk
1302,302,Customer_302,602,Employed,6,West Coast Tower,Los Angeles,West,Personal,6302,6.52,2023-07-27,36,Closed,986.1,6,0,0,6,0.0,0.0,High Risk
1303,303,Customer_303,603,Employed,7,Miami Beach,Miami,South,Home,6303,6.53,2023-07-28,360,Closed,985.1,6,0,6,0,0.0,1528.1,High Risk
1304,304,Customer_304,604,Employed,8,Boston Financial,Boston,Northeast,Auto,6304,6.54,2023-07-29,60,Closed,984.1,6,0,6,0,0.0,1528.1,High Risk
1305,-1,Unknown,0,Unknown,1,Downtown Metro,New York,Northeast,Personal,6305,6.550000000000001,2023-07-30,36,Closed,983.1,6,0,6,0,0.0,1528.1,High Risk
1306,306,Customer_306,606,Self-Employed,2,Midtown Plaza,New York,Northeast,Home,6306,6.5600000000000005,2023-07-31,360,Closed,982.1,6,0,6,0,0.0,1528.1,High Risk
1307,307,Customer_307,607,Self-Employed,3,Chicago Central,Chicago,Midwest,Auto,6307,6.57,2023-08-01,60,Closed,981.1,6,0,6,0,0.0,1528.1,High Risk
1308,308,Customer_308,608,Retired,4,Texas Hub,Houston,South,Personal,6308,6.58,2023-08-02,36,Active,980.1,6,6,0,0,100.0,0.0,Medium Risk
1309,309,Customer_309,609,Retired,5,Silicon Valley,San Jose,West,Home,6309,6.59,2023-08-03,360,Active,979.1,6,6,0,0,100.0,0.0,Medium Risk
1310,310,Customer_310,610,Unknown,6,West Coast Tower,Los Angeles,West,Auto,6310,6.6,2023-08-04,60,Active,978.1,6,0,0,0,0.0,0.0,High Risk
1311,311,Customer_311,611,Employed,7,Miami Beach,Miami,South,Personal,6311,6.609999999999999,2023-08-05,36,Active,977.1,6,6,0,0,100.0,0.0,Medium Risk
1312,312,Customer_312,612,Employed,8,Boston Financial,Boston,Northeast,Home,6312,6.62,2023-08-06,360,Active,976.1,6,6,0,0,100.0,0.0,Medium Risk
1313,313,Customer_313,613,Employed,1,Downtown Metro,New York,Northeast,Auto,6313,6.63,2023-08-07,60,Active,975.1,6,6,0,0,100.0,0.0,Medium Risk
1314,314,Customer_314,614,Employed,2,Midtown Plaza,New York,Northeast,Personal,6314,6.640000000000001,2023-08-08,36,Active,974.1,6,6,0,0,100.0,0.0,Medium Risk
1315,315,Customer_315,615,Self-Employed,3,Chicago Central,Chicago,Midwest,Home,6315,6.65,2023-08-09,360,Active,973.1,6,6,0,0,100.0,0.0,Medium Risk
1316,316,Customer_316,616,Self-Employed,4,Texas Hub,Houston,South,Auto,6316,6.66,2023-08-10,60,Active,972.1,6,6,0,0,100.0,0.0,Medium Risk
1317,317,Customer_317,617,Self-Employed,5,Silicon Valley,San Jose,West,Personal,6317,6.67,2023-08-11,36,Active,971.1,6,6,0,0,100.0,0.0,Medium Risk
